Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
4049,AT-2019-987588,29/05/2025,31/05/2025,Standard Class,AT-10007,Paul Steiner,Consumer,Austria,Mittelberg,Vorarlberg,6993,Vorarlberg,OFF-AP-59110501,Office Supplies,Appliances,Vorarlberg Desk Lamp,1447.5
4050,AT-2021-877832,27/05/2025,29/05/2025,Standard Class,AT-10003,Maximilian Bauer,Consumer,Austria,Satteins,Vorarlberg,6822,Vorarlberg,FUR-CH-67251326,Furniture,Chairs,Alpine Comfort Chair,1559.53
4051,AT-2018-236584,09/12/2025,11/12/2025,Standard Class,AT-10007,Paul Steiner,Home Office,Austria,Rankweil,Vorarlberg,6830,Vorarlberg,FUR-BO-12630189,Furniture,Bookcases,Vorarlberg Oak Bookcase,1135.34
4052,AT-2018-696173,02/12/2025,06/12/2025,Standard Class,AT-10005,Jonas Mayer,Corporate,Austria,Feldkirch,Vorarlberg,6800,Vorarlberg,TEC-PH-20532577,Technology,Phones,AlpenPhone X1,1767.2
4053,AT-2017-671936,25/12/2025,29/12/2025,Same Day,AT-10009,Felix Berger,Home Office,Austria,Rankweil,Vorarlberg,6830,Vorarlberg,FUR-BO-67545484,Furniture,Bookcases,Vorarlberg Oak Bookcase,313.34
4054,AT-2023-619816,05/12/2025,09/12/2025,Second Class,AT-10006,Lea Winkler,Consumer,Austria,Bezau,Vorarlberg,6870,Vorarlberg,TEC-PH-78753665,Technology,Phones,AlpenPhone X1,1159.14
4055,AT-2022-385654,25/03/2025,26/03/2025,Standard Class,AT-10003,Maximilian Bauer,Consumer,Austria,Götzis,Vorarlberg,6840,Vorarlberg,FUR-BO-31799259,Furniture,Bookcases,Vorarlberg Oak Bookcase,1221.81
4056,AT-2019-893326,20/03/2025,21/03/2025,Standard Class,AT-10006,Lea Winkler,Home Office,Austria,Sulz,Vorarlberg,6832,Vorarlberg,FUR-BO-93030134,Furniture,Bookcases,Vorarlberg Oak Bookcase,1451.69
4057,AT-2017-489441,29/11/2025,01/12/2025,Second Class,AT-10004,Laura Huber,Home Office,Austria,Bludenz,Vorarlberg,6700,Vorarlberg,TEC-LA-23669445,Technology,Laptops,MontafonBook Pro,321.28
4058,AT-2018-683803,16/09/2025,22/09/2025,First Class,AT-10007,Paul Steiner,Consumer,Austria,Wolfurt,Vorarlberg,6922,Vorarlberg,OFF-PA-56905339,Office Supplies,Paper,Vorarlberg Copy Paper,573.44
4059,AT-2018-484670,12/08/2025,13/08/2025,Second Class,AT-10001,Lukas Hofer,Home Office,Austria,Bürs,Vorarlberg,6706,Vorarlberg,TEC-PH-39408071,Technology,Phones,AlpenPhone X1,584.58
4060,AT-2020-334105,11/09/2025,13/09/2025,Second Class,AT-10002,Sophie Gruber,Corporate,Austria,Vandans,Vorarlberg,6773,Vorarlberg,FUR-CH-37762168,Furniture,Chairs,Alpine Comfort Chair,603.66
4061,AT-2016-365983,14/02/2025,18/02/2025,Second Class,AT-10005,Jonas Mayer,Home Office,Austria,Lustenau,Vorarlberg,6890,Vorarlberg,OFF-BI-55773266,Office Supplies,Binders,BinderPro 2026,643.99
4062,AT-2025-490236,29/08/2025,31/08/2025,Second Class,AT-10002,Sophie Gruber,Corporate,Austria,Rankweil,Vorarlberg,6830,Vorarlberg,FUR-TA-59808277,Furniture,Tables,Lake Constance Table,1748.04
4063,AT-2022-579990,23/02/2025,02/03/2025,First Class,AT-10000,Anna Müller,Consumer,Austria,Egg,Vorarlberg,6863,Vorarlberg,TEC-PH-78054817,Technology,Phones,AlpenPhone X1,1917.33
4064,AT-2018-735929,06/08/2025,09/08/2025,First Class,AT-10002,Sophie Gruber,Corporate,Austria,Frastanz,Vorarlberg,6820,Vorarlberg,OFF-AR-18916266,Office Supplies,Art,Montafon Art Set,1055.1
4065,AT-2016-895573,01/03/2025,04/03/2025,Standard Class,AT-10005,Jonas Mayer,Consumer,Austria,Bürs,Vorarlberg,6706,Vorarlberg,TEC-TA-73653973,Technology,Tablets,Bodensee Tab,1210.87
4066,AT-2023-203993,04/07/2025,11/07/2025,Standard Class,AT-10008,Mia Fuchs,Consumer,Austria,Gaschurn,Vorarlberg,6793,Vorarlberg,FUR-CH-24652544,Furniture,Chairs,Alpine Comfort Chair,459.97
4067,AT-2018-435449,04/05/2025,07/05/2025,Standard Class,AT-10001,Lukas Hofer,Consumer,Austria,Koblach,Vorarlberg,6842,Vorarlberg,OFF-PA-80426471,Office Supplies,Paper,Vorarlberg Copy Paper,1652.38
4068,AT-2024-716024,09/08/2025,14/08/2025,Second Class,AT-10007,Paul Steiner,Home Office,Austria,Bürs,Vorarlberg,6706,Vorarlberg,OFF-LA-55630748,Office Supplies,Labels,Austrian Address Labels,740.88
4069,AT-2024-894635,29/04/2025,04/05/2025,Same Day,AT-10008,Mia Fuchs,Home Office,Austria,Egg,Vorarlberg,6863,Vorarlberg,FUR-BO-17938121,Furniture,Bookcases,Vorarlberg Oak Bookcase,28.07
4070,AT-2017-708020,12/03/2025,14/03/2025,Standard Class,AT-10000,Anna Müller,Corporate,Austria,Frastanz,Vorarlberg,6820,Vorarlberg,OFF-LA-98501375,Office Supplies,Labels,Austrian Address Labels,12.63
4071,AT-2015-633715,19/01/2025,23/01/2025,First Class,AT-10009,Felix Berger,Home Office,Austria,Gais,Vorarlberg,6861,Vorarlberg,OFF-AP-37195653,Office Supplies,Appliances,Vorarlberg Desk Lamp,1005.22
4072,AT-2018-712454,07/02/2025,12/02/2025,Same Day,AT-10003,Maximilian Bauer,Home Office,Austria,Höchst,Vorarlberg,6973,Vorarlberg,OFF-AR-30411881,Office Supplies,Art,Montafon Art Set,440.12
4073,AT-2022-577027,07/05/2025,11/05/2025,First Class,AT-10004,Laura Huber,Consumer,Austria,Hohenems,Vorarlberg,6845,Vorarlberg,OFF-LA-87917960,Office Supplies,Labels,Austrian Address Labels,449.98
4074,AT-2021-339434,27/11/2025,30/11/2025,First Class,AT-10002,Sophie Gruber,Home Office,Austria,Lauterach,Vorarlberg,6923,Vorarlberg,TEC-AC-75459689,Technology,Accessories,Bregenzer Mouse,1498.19
4075,AT-2015-904590,19/04/2025,26/04/2025,Same Day,AT-10003,Maximilian Bauer,Home Office,Austria,Feldkirch,Vorarlberg,6800,Vorarlberg,TEC-LA-56464367,Technology,Laptops,MontafonBook Pro,1789.91
4076,AT-2022-210287,12/01/2025,17/01/2025,Standard Class,AT-10001,Lukas Hofer,Home Office,Austria,Höchst,Vorarlberg,6973,Vorarlberg,OFF-AP-74813085,Office Supplies,Appliances,Vorarlberg Desk Lamp,65.47
4077,AT-2021-793998,28/01/2025,02/02/2025,First Class,AT-10004,Laura Huber,Consumer,Austria,Bürs,Vorarlberg,6706,Vorarlberg,TEC-TA-97728335,Technology,Tablets,Bodensee Tab,988.02
4078,AT-2024-321083,31/08/2025,02/09/2025,Second Class,AT-10008,Mia Fuchs,Corporate,Austria,Lustenau,Vorarlberg,6890,Vorarlberg,OFF-PA-43953392,Office Supplies,Paper,Vorarlberg Copy Paper,227.39
4079,AT-2024-957337,16/09/2025,23/09/2025,Second Class,AT-10007,Paul Steiner,Corporate,Austria,Frastanz,Vorarlberg,6820,Vorarlberg,TEC-PH-74602582,Technology,Phones,AlpenPhone X1,937.15
4080,AT-2022-111717,27/11/2025,29/11/2025,Same Day,AT-10003,Maximilian Bauer,Consumer,Austria,Bürserberg,Vorarlberg,6707,Vorarlberg,TEC-LA-87854548,Technology,Laptops,MontafonBook Pro,41.26
4081,AT-2020-238171,22/07/2025,28/07/2025,Standard Class,AT-10001,Lukas Hofer,Corporate,Austria,Sulz,Vorarlberg,6832,Vorarlberg,OFF-BI-12353744,Office Supplies,Binders,BinderPro 2026,282.84
4082,AT-2023-543300,09/01/2025,13/01/2025,Second Class,AT-10000,Anna Müller,Consumer,Austria,Gaschurn,Vorarlberg,6793,Vorarlberg,TEC-TA-64163969,Technology,Tablets,Bodensee Tab,206.21
4083,AT-2020-491018,24/12/2025,25/12/2025,First Class,AT-10003,Maximilian Bauer,Consumer,Austria,Altach,Vorarlberg,6844,Vorarlberg,TEC-TA-25979812,Technology,Tablets,Bodensee Tab,880.54
4084,AT-2025-666735,13/08/2025,15/08/2025,Second Class,AT-10007,Paul Steiner,Corporate,Austria,Bezau,Vorarlberg,6870,Vorarlberg,OFF-ST-23353578,Office Supplies,Storage,Vorarlberg Storage Box,796.67
4085,AT-2024-651947,24/04/2025,01/05/2025,First Class,AT-10004,Laura Huber,Consumer,Austria,Altach,Vorarlberg,6844,Vorarlberg,FUR-TA-75560950,Furniture,Tables,Lake Constance Table,1682.21
4086,AT-2016-621418,24/09/2025,28/09/2025,First Class,AT-10006,Lea Winkler,Consumer,Austria,Nenzing,Vorarlberg,6710,Vorarlberg,FUR-TA-57109558,Furniture,Tables,Lake Constance Table,1066.88
4087,AT-2016-164299,26/03/2025,28/03/2025,Same Day,AT-10000,Anna Müller,Home Office,Austria,Lustenau,Vorarlberg,6890,Vorarlberg,TEC-AC-10555254,Technology,Accessories,Bregenzer Mouse,1751.68
4088,AT-2018-998847,01/03/2025,06/03/2025,Same Day,AT-10001,Lukas Hofer,Corporate,Austria,Gaschurn,Vorarlberg,6793,Vorarlberg,OFF-AP-74769455,Office Supplies,Appliances,Vorarlberg Desk Lamp,1613.04
4089,AT-2016-622368,04/12/2025,11/12/2025,Same Day,AT-10007,Paul Steiner,Corporate,Austria,Nenzing,Vorarlberg,6710,Vorarlberg,OFF-AP-58942300,Office Supplies,Appliances,Vorarlberg Desk Lamp,739.42
4090,AT-2016-385674,03/07/2025,07/07/2025,Second Class,AT-10004,Laura Huber,Home Office,Austria,Götzis,Vorarlberg,6840,Vorarlberg,OFF-AR-83288680,Office Supplies,Art,Montafon Art Set,790.37
4091,AT-2022-777521,01/04/2025,02/04/2025,Same Day,AT-10003,Maximilian Bauer,Consumer,Austria,Altach,Vorarlberg,6844,Vorarlberg,TEC-PH-72548993,Technology,Phones,AlpenPhone X1,1289.72
4092,AT-2015-273331,12/10/2025,18/10/2025,Same Day,AT-10000,Anna Müller,Corporate,Austria,Andelsbuch,Vorarlberg,6866,Vorarlberg,OFF-AP-38391130,Office Supplies,Appliances,Vorarlberg Desk Lamp,448.93
4093,AT-2018-968000,21/04/2025,26/04/2025,Standard Class,AT-10004,Laura Huber,Corporate,Austria,Wolfurt,Vorarlberg,6922,Vorarlberg,OFF-AR-16975870,Office Supplies,Art,Montafon Art Set,925.68
4094,AT-2021-562430,31/03/2025,06/04/2025,Same Day,AT-10003,Maximilian Bauer,Consumer,Austria,Wolfurt,Vorarlberg,6922,Vorarlberg,TEC-PH-61926143,Technology,Phones,AlpenPhone X1,1218.05
4095,AT-2016-928214,26/09/2025,28/09/2025,Same Day,AT-10007,Paul Steiner,Home Office,Austria,Vandans,Vorarlberg,6773,Vorarlberg,TEC-LA-66216994,Technology,Laptops,MontafonBook Pro,743.61
4096,AT-2019-147009,02/02/2025,08/02/2025,Second Class,AT-10007,Paul Steiner,Corporate,Austria,Schruns,Vorarlberg,6780,Vorarlberg,FUR-CH-34926942,Furniture,Chairs,Alpine Comfort Chair,1085.17
4097,AT-2016-621321,02/02/2025,09/02/2025,First Class,AT-10002,Sophie Gruber,Home Office,Austria,Dornbirn,Vorarlberg,6850,Vorarlberg,OFF-AP-60714981,Office Supplies,Appliances,Vorarlberg Desk Lamp,247.73
4098,AT-2024-636122,11/06/2025,17/06/2025,Second Class,AT-10007,Paul Steiner,Consumer,Austria,Mittelberg,Vorarlberg,6993,Vorarlberg,OFF-AP-90460328,Office Supplies,Appliances,Vorarlberg Desk Lamp,1693.85
4099,AT-2023-270991,29/03/2025,04/04/2025,Second Class,AT-10003,Maximilian Bauer,Corporate,Austria,Bludenz,Vorarlberg,6700,Vorarlberg,TEC-AC-48293041,Technology,Accessories,Bregenzer Mouse,943.72
4100,AT-2023-735963,13/02/2025,19/02/2025,First Class,AT-10002,Sophie Gruber,Corporate,Austria,Gaschurn,Vorarlberg,6793,Vorarlberg,FUR-CH-94281836,Furniture,Chairs,Alpine Comfort Chair,506.29
4101,AT-2025-482966,07/05/2025,11/05/2025,Standard Class,AT-10004,Laura Huber,Home Office,Austria,Koblach,Vorarlberg,6842,Vorarlberg,FUR-TA-66924396,Furniture,Tables,Lake Constance Table,297.39
4102,AT-2024-982739,22/12/2025,29/12/2025,Same Day,AT-10009,Felix Berger,Consumer,Austria,Feldkirch,Vorarlberg,6800,Vorarlberg,FUR-CH-93948890,Furniture,Chairs,Alpine Comfort Chair,443.69
4103,AT-2016-538863,11/11/2025,18/11/2025,First Class,AT-10009,Felix Berger,Home Office,Austria,Altach,Vorarlberg,6844,Vorarlberg,TEC-TA-69628436,Technology,Tablets,Bodensee Tab,1516.09
4104,AT-2024-114152,10/01/2025,16/01/2025,Standard Class,AT-10009,Felix Berger,Home Office,Austria,Gais,Vorarlberg,6861,Vorarlberg,FUR-TA-69320132,Furniture,Tables,Lake Constance Table,1831.21
4105,AT-2018-109789,05/01/2025,07/01/2025,First Class,AT-10009,Felix Berger,Home Office,Austria,Nenzing,Vorarlberg,6710,Vorarlberg,TEC-PH-31006649,Technology,Phones,AlpenPhone X1,288.23
4106,AT-2019-329603,02/09/2025,07/09/2025,Second Class,AT-10005,Jonas Mayer,Corporate,Austria,Wolfurt,Vorarlberg,6922,Vorarlberg,TEC-LA-12138377,Technology,Laptops,MontafonBook Pro,581.64
4107,AT-2015-909666,31/07/2025,03/08/2025,Same Day,AT-10004,Laura Huber,Consumer,Austria,Gais,Vorarlberg,6861,Vorarlberg,FUR-TA-97759324,Furniture,Tables,Lake Constance Table,761.33
4108,AT-2025-199850,13/01/2025,18/01/2025,First Class,AT-10000,Anna Müller,Consumer,Austria,Wolfurt,Vorarlberg,6922,Vorarlberg,OFF-ST-53893166,Office Supplies,Storage,Vorarlberg Storage Box,191.81
4109,AT-2019-563224,23/08/2025,30/08/2025,First Class,AT-10006,Lea Winkler,Corporate,Austria,Rankweil,Vorarlberg,6830,Vorarlberg,OFF-ST-72976529,Office Supplies,Storage,Vorarlberg Storage Box,1576.26
4110,AT-2021-961780,07/01/2025,11/01/2025,First Class,AT-10001,Lukas Hofer,Corporate,Austria,Hohenems,Vorarlberg,6845,Vorarlberg,TEC-TA-75881636,Technology,Tablets,Bodensee Tab,643.55
4111,AT-2020-422587,18/11/2025,20/11/2025,First Class,AT-10000,Anna Müller,Home Office,Austria,Koblach,Vorarlberg,6842,Vorarlberg,FUR-BO-20068949,Furniture,Bookcases,Vorarlberg Oak Bookcase,1646.97
4112,AT-2025-548184,23/06/2025,26/06/2025,Same Day,AT-10004,Laura Huber,Consumer,Austria,Mittelberg,Vorarlberg,6993,Vorarlberg,OFF-LA-39683739,Office Supplies,Labels,Austrian Address Labels,1283.92
4113,AT-2018-245462,03/12/2025,04/12/2025,Second Class,AT-10004,Laura Huber,Home Office,Austria,Bezau,Vorarlberg,6870,Vorarlberg,OFF-ST-77990280,Office Supplies,Storage,Vorarlberg Storage Box,1978.57
4114,AT-2021-182133,08/02/2025,09/02/2025,First Class,AT-10004,Laura Huber,Consumer,Austria,Satteins,Vorarlberg,6822,Vorarlberg,TEC-TA-22697715,Technology,Tablets,Bodensee Tab,952.18
4115,AT-2021-134566,08/03/2025,10/03/2025,Second Class,AT-10005,Jonas Mayer,Corporate,Austria,Egg,Vorarlberg,6863,Vorarlberg,TEC-LA-81920698,Technology,Laptops,MontafonBook Pro,1770.14
4116,AT-2016-417451,30/06/2025,01/07/2025,First Class,AT-10001,Lukas Hofer,Home Office,Austria,Rankweil,Vorarlberg,6830,Vorarlberg,OFF-PA-31627197,Office Supplies,Paper,Vorarlberg Copy Paper,646.62
4117,AT-2015-998615,22/12/2025,23/12/2025,Second Class,AT-10007,Paul Steiner,Home Office,Austria,Andelsbuch,Vorarlberg,6866,Vorarlberg,TEC-LA-50013176,Technology,Laptops,MontafonBook Pro,1881.46
4118,AT-2018-499470,16/01/2025,19/01/2025,Standard Class,AT-10007,Paul Steiner,Consumer,Austria,Gaschurn,Vorarlberg,6793,Vorarlberg,OFF-ST-47541709,Office Supplies,Storage,Vorarlberg Storage Box,1297.49
4119,AT-2015-236761,30/11/2025,06/12/2025,Standard Class,AT-10005,Jonas Mayer,Home Office,Austria,Mittelberg,Vorarlberg,6993,Vorarlberg,TEC-PH-44717858,Technology,Phones,AlpenPhone X1,558.92
4120,AT-2022-544967,29/11/2025,01/12/2025,Standard Class,AT-10005,Jonas Mayer,Consumer,Austria,Rankweil,Vorarlberg,6830,Vorarlberg,TEC-TA-21848824,Technology,Tablets,Bodensee Tab,673.44
4121,AT-2024-373940,19/09/2025,21/09/2025,Second Class,AT-10004,Laura Huber,Home Office,Austria,Mittelberg,Vorarlberg,6993,Vorarlberg,TEC-AC-23381360,Technology,Accessories,Bregenzer Mouse,341.14
4122,AT-2020-826400,19/11/2025,26/11/2025,Second Class,AT-10002,Sophie Gruber,Corporate,Austria,Rankweil,Vorarlberg,6830,Vorarlberg,TEC-LA-22049918,Technology,Laptops,MontafonBook Pro,537.71
4123,AT-2016-571125,31/07/2025,07/08/2025,Second Class,AT-10005,Jonas Mayer,Home Office,Austria,Vandans,Vorarlberg,6773,Vorarlberg,OFF-LA-21675008,Office Supplies,Labels,Austrian Address Labels,1461.1
4124,AT-2017-139725,18/12/2025,21/12/2025,Same Day,AT-10000,Anna Müller,Consumer,Austria,Bürs,Vorarlberg,6706,Vorarlberg,TEC-AC-61709091,Technology,Accessories,Bregenzer Mouse,1195.5
4125,AT-2015-476546,30/12/2025,03/01/2026,Standard Class,AT-10006,Lea Winkler,Consumer,Austria,Feldkirch,Vorarlberg,6800,Vorarlberg,OFF-LA-37795180,Office Supplies,Labels,Austrian Address Labels,1532.46
4126,AT-2019-192973,08/05/2025,15/05/2025,First Class,AT-10002,Sophie Gruber,Home Office,Austria,Mittelberg,Vorarlberg,6993,Vorarlberg,TEC-TA-26982671,Technology,Tablets,Bodensee Tab,1680.55
4127,AT-2021-874616,16/04/2025,23/04/2025,First Class,AT-10002,Sophie Gruber,Corporate,Austria,Gaschurn,Vorarlberg,6793,Vorarlberg,OFF-AR-62809133,Office Supplies,Art,Montafon Art Set,979.17
4128,AT-2018-421274,02/02/2025,05/02/2025,Second Class,AT-10000,Anna Müller,Corporate,Austria,Altach,Vorarlberg,6844,Vorarlberg,TEC-AC-65176818,Technology,Accessories,Bregenzer Mouse,1507.08
4129,AT-2019-654623,29/03/2025,03/04/2025,First Class,AT-10009,Felix Berger,Corporate,Austria,Bürs,Vorarlberg,6706,Vorarlberg,OFF-AR-46574181,Office Supplies,Art,Montafon Art Set,34.68
4130,AT-2022-914735,02/05/2025,03/05/2025,Second Class,AT-10006,Lea Winkler,Corporate,Austria,Koblach,Vorarlberg,6842,Vorarlberg,TEC-TA-86525085,Technology,Tablets,Bodensee Tab,1146.72
4131,AT-2017-802693,12/01/2025,16/01/2025,Same Day,AT-10004,Laura Huber,Corporate,Austria,Rankweil,Vorarlberg,6830,Vorarlberg,OFF-AP-78221465,Office Supplies,Appliances,Vorarlberg Desk Lamp,213.32
4132,AT-2016-842870,24/09/2025,27/09/2025,Second Class,AT-10008,Mia Fuchs,Consumer,Austria,Höchst,Vorarlberg,6973,Vorarlberg,FUR-CH-72901389,Furniture,Chairs,Alpine Comfort Chair,1218.78
4133,AT-2021-584757,19/08/2025,21/08/2025,Second Class,AT-10006,Lea Winkler,Consumer,Austria,Andelsbuch,Vorarlberg,6866,Vorarlberg,TEC-PH-85375467,Technology,Phones,AlpenPhone X1,1697.53
4134,AT-2018-166553,03/01/2025,07/01/2025,Same Day,AT-10006,Lea Winkler,Home Office,Austria,Bürs,Vorarlberg,6706,Vorarlberg,TEC-AC-18197326,Technology,Accessories,Bregenzer Mouse,1758.93
4135,AT-2015-666778,13/08/2025,19/08/2025,Same Day,AT-10007,Paul Steiner,Home Office,Austria,Bürs,Vorarlberg,6706,Vorarlberg,OFF-LA-32313893,Office Supplies,Labels,Austrian Address Labels,1721.87
4136,AT-2015-657917,19/04/2025,24/04/2025,Second Class,AT-10004,Laura Huber,Corporate,Austria,Egg,Vorarlberg,6863,Vorarlberg,OFF-PA-91952408,Office Supplies,Paper,Vorarlberg Copy Paper,493.92
4137,AT-2022-701902,30/06/2025,05/07/2025,Same Day,AT-10000,Anna Müller,Consumer,Austria,Götzis,Vorarlberg,6840,Vorarlberg,OFF-PA-12016050,Office Supplies,Paper,Vorarlberg Copy Paper,1463.81
4138,AT-2017-334138,01/04/2025,08/04/2025,Second Class,AT-10004,Laura Huber,Consumer,Austria,Bezau,Vorarlberg,6870,Vorarlberg,TEC-LA-81675304,Technology,Laptops,MontafonBook Pro,1036.64
4139,AT-2018-949483,03/12/2025,10/12/2025,Same Day,AT-10001,Lukas Hofer,Home Office,Austria,Lustenau,Vorarlberg,6890,Vorarlberg,OFF-ST-40616372,Office Supplies,Storage,Vorarlberg Storage Box,1710.35
4140,AT-2019-433795,12/04/2025,17/04/2025,Second Class,AT-10008,Mia Fuchs,Home Office,Austria,Vandans,Vorarlberg,6773,Vorarlberg,OFF-PA-77938523,Office Supplies,Paper,Vorarlberg Copy Paper,219.17
4141,AT-2022-452699,08/11/2025,15/11/2025,First Class,AT-10003,Maximilian Bauer,Corporate,Austria,Gais,Vorarlberg,6861,Vorarlberg,OFF-PA-69466274,Office Supplies,Paper,Vorarlberg Copy Paper,922.0
4142,AT-2016-179065,18/03/2025,25/03/2025,Standard Class,AT-10002,Sophie Gruber,Consumer,Austria,Tschagguns,Vorarlberg,6774,Vorarlberg,FUR-TA-41489878,Furniture,Tables,Lake Constance Table,1884.35
4143,AT-2021-526784,28/11/2025,02/12/2025,First Class,AT-10006,Lea Winkler,Consumer,Austria,Altach,Vorarlberg,6844,Vorarlberg,TEC-LA-76932014,Technology,Laptops,MontafonBook Pro,1876.21
4144,AT-2022-674332,30/06/2025,05/07/2025,First Class,AT-10004,Laura Huber,Corporate,Austria,Wolfurt,Vorarlberg,6922,Vorarlberg,TEC-AC-56888649,Technology,Accessories,Bregenzer Mouse,206.35
4145,AT-2018-242208,14/08/2025,17/08/2025,Standard Class,AT-10007,Paul Steiner,Home Office,Austria,Egg,Vorarlberg,6863,Vorarlberg,OFF-AP-29995126,Office Supplies,Appliances,Vorarlberg Desk Lamp,303.16
4146,AT-2016-936716,11/06/2025,13/06/2025,Same Day,AT-10004,Laura Huber,Consumer,Austria,Sulz,Vorarlberg,6832,Vorarlberg,TEC-AC-46868518,Technology,Accessories,Bregenzer Mouse,585.29
4147,AT-2025-498417,06/12/2025,10/12/2025,First Class,AT-10008,Mia Fuchs,Corporate,Austria,Altach,Vorarlberg,6844,Vorarlberg,OFF-AP-89335453,Office Supplies,Appliances,Vorarlberg Desk Lamp,1362.48
4148,AT-2025-454431,12/12/2025,13/12/2025,Second Class,AT-10006,Lea Winkler,Consumer,Austria,Bludenz,Vorarlberg,6700,Vorarlberg,FUR-TA-66489835,Furniture,Tables,Lake Constance Table,1426.43
4149,AT-2017-187478,02/05/2025,07/05/2025,Second Class,AT-10008,Mia Fuchs,Home Office,Austria,Tschagguns,Vorarlberg,6774,Vorarlberg,TEC-AC-57190161,Technology,Accessories,Bregenzer Mouse,1228.09
4150,AT-2025-727641,23/10/2025,24/10/2025,Same Day,AT-10008,Mia Fuchs,Corporate,Austria,Wolfurt,Vorarlberg,6922,Vorarlberg,FUR-CH-59001915,Furniture,Chairs,Alpine Comfort Chair,1757.31
4151,AT-2020-409017,07/07/2025,09/07/2025,Same Day,AT-10009,Felix Berger,Consumer,Austria,Lauterach,Vorarlberg,6923,Vorarlberg,TEC-PH-28327396,Technology,Phones,AlpenPhone X1,1305.73
4152,AT-2018-835284,16/10/2025,23/10/2025,First Class,AT-10006,Lea Winkler,Consumer,Austria,Hard,Vorarlberg,6971,Vorarlberg,FUR-CH-27399172,Furniture,Chairs,Alpine Comfort Chair,971.66
4153,AT-2020-700821,15/11/2025,22/11/2025,First Class,AT-10001,Lukas Hofer,Home Office,Austria,Egg,Vorarlberg,6863,Vorarlberg,TEC-PH-84709957,Technology,Phones,AlpenPhone X1,1816.6
4154,AT-2019-950808,14/11/2025,15/11/2025,Second Class,AT-10001,Lukas Hofer,Consumer,Austria,Bludenz,Vorarlberg,6700,Vorarlberg,TEC-PH-61496773,Technology,Phones,AlpenPhone X1,372.62
4155,AT-2016-151676,16/01/2025,17/01/2025,Standard Class,AT-10005,Jonas Mayer,Corporate,Austria,Hard,Vorarlberg,6971,Vorarlberg,OFF-AR-78642948,Office Supplies,Art,Montafon Art Set,1968.23
4156,AT-2017-176890,05/01/2025,09/01/2025,First Class,AT-10003,Maximilian Bauer,Consumer,Austria,Gaschurn,Vorarlberg,6793,Vorarlberg,OFF-LA-20229941,Office Supplies,Labels,Austrian Address Labels,1152.45
4157,AT-2021-101459,13/12/2025,16/12/2025,Standard Class,AT-10000,Anna Müller,Corporate,Austria,Bürs,Vorarlberg,6706,Vorarlberg,FUR-TA-37970580,Furniture,Tables,Lake Constance Table,1302.25
4158,AT-2017-729193,02/08/2025,03/08/2025,Standard Class,AT-10001,Lukas Hofer,Home Office,Austria,Gaschurn,Vorarlberg,6793,Vorarlberg,TEC-TA-55981900,Technology,Tablets,Bodensee Tab,1909.95
4159,AT-2018-184102,02/11/2025,05/11/2025,First Class,AT-10007,Paul Steiner,Consumer,Austria,Gais,Vorarlberg,6861,Vorarlberg,TEC-TA-16004037,Technology,Tablets,Bodensee Tab,1143.65
4160,AT-2016-911173,01/12/2025,06/12/2025,First Class,AT-10000,Anna Müller,Home Office,Austria,Götzis,Vorarlberg,6840,Vorarlberg,FUR-CH-80823042,Furniture,Chairs,Alpine Comfort Chair,769.29
4161,AT-2021-592495,16/06/2025,20/06/2025,Second Class,AT-10007,Paul Steiner,Home Office,Austria,Bürs,Vorarlberg,6706,Vorarlberg,FUR-TA-69795593,Furniture,Tables,Lake Constance Table,424.88
4162,AT-2019-792360,07/01/2025,09/01/2025,First Class,AT-10006,Lea Winkler,Corporate,Austria,Schruns,Vorarlberg,6780,Vorarlberg,OFF-ST-12103295,Office Supplies,Storage,Vorarlberg Storage Box,664.2
4163,AT-2015-509598,26/03/2025,28/03/2025,Standard Class,AT-10004,Laura Huber,Corporate,Austria,Bludenz,Vorarlberg,6700,Vorarlberg,FUR-CH-31916280,Furniture,Chairs,Alpine Comfort Chair,977.8
4164,AT-2019-753025,19/10/2025,23/10/2025,Same Day,AT-10007,Paul Steiner,Corporate,Austria,Feldkirch,Vorarlberg,6800,Vorarlberg,TEC-TA-36780535,Technology,Tablets,Bodensee Tab,1628.59
4165,AT-2017-154571,15/10/2025,22/10/2025,First Class,AT-10004,Laura Huber,Corporate,Austria,Koblach,Vorarlberg,6842,Vorarlberg,FUR-CH-79942660,Furniture,Chairs,Alpine Comfort Chair,1748.79
4166,AT-2021-356258,22/08/2025,23/08/2025,First Class,AT-10001,Lukas Hofer,Home Office,Austria,Hard,Vorarlberg,6971,Vorarlberg,OFF-AP-90280774,Office Supplies,Appliances,Vorarlberg Desk Lamp,1536.13
4167,AT-2019-138766,24/11/2025,01/12/2025,Standard Class,AT-10001,Lukas Hofer,Home Office,Austria,Hard,Vorarlberg,6971,Vorarlberg,OFF-LA-41153398,Office Supplies,Labels,Austrian Address Labels,89.52
4168,AT-2024-950128,08/07/2025,14/07/2025,First Class,AT-10001,Lukas Hofer,Consumer,Austria,Gais,Vorarlberg,6861,Vorarlberg,FUR-TA-55134358,Furniture,Tables,Lake Constance Table,1281.67
